Category,Store,Room,Quantity,Calculated Weight,Last Audit Date,Last Audit Quantity,Par Level,Brand,Product Type,Variant Type,Product Metadata,Med or Rec,Product Id,Product Name,Variant Id,Variant Name,Price Profile Name,Price,Total Price,Cost,Total Cost,SKU,Weight,Weight Unit of Measure,Reporting Unit of Measure,Created At,Inventory Notes,Last Discrepancy At,Inventory Id,Allergens,Batch Date,Batch Number,Cultivator License,Cultivator Name,Delay of Effects,Directions for Administration,ERP ID,ERP Name,Expiration Date,Extraction Method,Growth Method,Harvest Date,Ingredients,Invoice,Is Child-Resistant,Is Inhalable,Is Tamper-Evident,Is Tested,Manifest ID,Manufactured Date,MMUR Order Type,Notes,# of Seeds,# of Servings,Packaged By,Packaged Date,Paper Weight,Plant Count,Production Run Number,Registration Number,Regulatory ID,Requires Refrigeration,Secondary Supplier Licenses,Serving Size / Dosage,Solvents Used,Source Label,Storage Requirements,Strain Name,Strain Species,Supplier Address,Supplier License,Supplier Name,Supplier Phone,Tested By,Tested Date,Testing URL,Test Lot Number,Third-Party Display Name,Use By Date,Weight with Paper,% CBC,% CBC Range,% CBCV,% CBCV Range,% CBCa,% CBCa Range,% CBD,% CBD Range,% CBD-A,% CBD-A Range,% CBDV,% CBDV Range,% CBDVa,% CBDVa Range,% CBG,% CBG Range,% CBGa,% CBGa Range,% CBL,% CBL Range,% CBLa,% CBLa Range,% CBN,% CBN Range,% CBT,% CBT Range,% THC,% THC Range,% THC-A,% THC-A Range,% THCV,% THCV Range,% THCVa,% THCVa Range,% Total Active Cannabinoids (TAC),% delta-8 THC,% delta-8 THC Range,3-Carene,Borneol,Camphene,Camphor,Carvacrol,Carvone,Caryophyllene Oxide,Cedrol,Cis-Nerolidol,Cis-Ocimene,Citral,Eucalyptol,Farnesene,Farnesol isomer 1,Farnesol isomer 2,Fenchol,Fenchone,Gamma Terpinene,Geraniol,Geranyl Acetate,Grams of Concentrate,Grams of Flower,Guaiol,"High THC, Low CBD",Isoborneol,Isopulegol,Limonene,Linalool,"Low THC, High CBD",Menthol,Menthone,Mg CBC,Mg CBCV,Mg CBCa,Mg CBD,Mg CBD-A,Mg CBDV,Mg CBDVa,Mg CBG,Mg CBGa,Mg CBL,Mg CBLa,Mg CBN,Mg CBT,Mg THC,Mg THC-A,Mg THCV,Mg THCVa,Mg delta-8 THC,"Moderate THC, Moderate CBD",Nerol,Nootkatone,Octyl Acetate,Phytane,Piperitone,Pulegone,Sabinene,Sabinene Hydrate,Safranal,Squalene,Terpinen-4-ol,Terpineol,Terpinolene,Thymol,Total % THC,Total Terpenes,Total Terpenoids,Trans-Nerolidol,Trans-Ocimene,Valencene,Verbenone,m-Cymene,o-Cymene,p-Cymene,trans-β-Farnesene,α-Bisabolol,α-Cedrene,α-Humulene,α-Phellandrene,α-Pinene,α-Terpinene,α-Terpineol,α-Thujone,β-Caryophyllene,β-Myrcene,β-Ocimene,β-Pinene,γ-Terpinene,δ 3-Carene,δ-Limonene
Flower,Today's Herbal Choice | Rainier,Bag And Tag,7.000,,,,,,,,,REC,8665587c-4435-4bca-99f3-20ab33f639e5,*Dream Diesel - GREEN  LEAF SPECIAL (R),1595d4d6-8cf1-4f9c-8711-db44c700b1e7,Skunk Train farm,$30 Ounce (R),$2.25,$15.75,$0.44,$3.08,1A401030000A281000006817,,Grams,grams,07/29/2025 04:03:19 PM,,09/01/2025 02:41:51 PM,688879e8-caba-454a-a69c-365f8761a43a,,2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000A281000006817,,,,,,,,Sativa,,020-1004546490A,Skunk Train Farm LLC,,PREE,2025-05-22,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,20.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.899,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Bag And Tag,14.900,,,,,,,,,REC,13ba4b62-12ef-4a1a-97c9-8d83dd824555,Dulce De Uva (R),6686993e-b1be-41a2-a358-218229c66676,Mirson Farms,$4 Gram (R),$4.00,$59.60,$0.88,$13.11,1A4010300042041000053444,,Grams,grams,01/01/2025 02:27:03 PM,,,998489ac-ad2e-4c47-a2a2-1f70c7448c61,,2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300042041000053444,,,,,,,,,,020-100886707AF,Mirson Farms LLC,,3B Analytical,2024-10-28,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,20.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Sales Floor Rainier,155.200,,,,,,Sativa,Sativa,,REC,68312eb5-b59e-42bf-9df4-e8cdc67315f7,Durban Poison (R),c38cc625-15e7-4403-9405-3c40554d2114,Alibi Cannabis,$12 Gram (R),$12.00,"$1,862.40",$1.10,$170.72,1A4010300007D66000108718,,Grams,grams,08/11/2025 02:35:09 PM,,,dec358d2-a5d7-4086-8c3f-c51b6ea80953,,2025-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000108718,,,,,,,,Sativa-dom,,020-1003391638A,Alibi Cannabis,,Chemhistory,2025-06-16,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,27.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.67,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Bag And Tag,19.700,,,,,,,,,REC,69124d87-d5b2-4832-9e88-d23fc062c8dc,Durban Pomegranate (R),069f4e1a-b297-417a-97e4-90532be7feaf,Mother Magnolia,$12 Gram (R),$12.00,$236.40,$1.76,$34.67,1A40103000445C1000009651,,Grams,grams,07/16/2025 08:33:37 AM,,09/25/2025 10:46:33 PM,bc1b1056-0653-4730-a130-ef8deb648cb7,,2025-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000445C1000009651,,,,,,,,Sativa,,020-100199419EB,Mother Magnolia Medicinals and M3,,Chemhistory,2025-04-23,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,19.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.19,,,,,,,,,,,,,,,,,,,,,,,,,
Concentrates,Today's Herbal Choice | Rainier,Hold Safe Rainier,5.000,10,,,,,,,,REC,9f2ef700-b50e-48d3-8529-aa0d5d7b529a,ESO - Higher Cult. 2g Rosin (R),154eb2cd-865d-4aea-bb1f-3910cc8483d3,Turkey Bags,,$18.40,$92.00,$9.20,$46.00,8NnaDXq7ay,2,Grams,each,01/28/2025 01:36:42 PM,,,0787d512-2822-4df4-9891-0f5f2eef43c5,,,102224 - TURKEY BAGS - 47826 - BATTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000073A2000161689,,,,,,,,,,020-1019918DC45,Gud Gardens,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,74.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concentrates,Today's Herbal Choice | Rainier,Hold Safe Rainier,1.000,1,,,,,,,,REC,26efb6bb-1edf-4492-918e-96d58d368afa,ESO - Jack's Rosin's,ffac8d9d-1e61-4b62-a6f5-80a96cf2cc94,Trop OG - Silver LEaf,,$15.00,$15.00,$7.50,$7.50,kCyDdtQq3S,1,Grams,each,08/26/2024 04:53:16 PM,,,6b107b9a-3ec9-494a-a766-c324b815bdd8,,,2024210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000E4EA000064641,,,,,,,,,,060-1003259F4AB,Anthos Distribution,,,,,,,,,,,,,,,0.415,,,,,,,,,,,,,,,,,,,,63.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Rainier,Hold Safe Rainier,1.000,2,,,,,Live Resin,Live Resin,,REC,20b4206c-3e1e-4a87-99bc-8f3a169d6a58,*ESO - WLE - Live Resin,b22a0a88-5bc6-40b7-95e3-1c81da013625,Papaya Syrup 2g,,$10.00,$10.00,$5.00,$5.00,168835-PSLRSS-2G,2,Grams,each,11/18/2024 03:56:35 PM,,,4969e17d-6009-4325-9de1-94dc66ce4146,,,FHFPS91024,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300032AF1000289148,,,,,,,,,,060-10154183DAE,White Label Distribution,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,69.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Rainier,Hold Safe Rainier,3.000,3,,,,,Live Resin,Live Resin,,REC,20b4206c-3e1e-4a87-99bc-8f3a169d6a58,*ESO - WLE - Live Resin,5aa84335-b8ad-488c-8aa5-03c275ddbbb9,Sour Tangi,,$6.25,$18.75,$3.12,$9.36,2YBB2HQR89,1,Grams,each,02/19/2025 03:34:19 PM,,,e7b13192-c7dd-4686-870d-c1c3276c7a39,,,IGSTS112124SS,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300032AF1000288754,,,,,,,,Sativa,,020-1006903F669,Indigo Gardens,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Rainier,Sales Floor Rainier,0.000,0,,,,,Live Resin,Live Resin,,REC,20b4206c-3e1e-4a87-99bc-8f3a169d6a58,*ESO - WLE - Live Resin,5aa84335-b8ad-488c-8aa5-03c275ddbbb9,Sour Tangi,,$6.25,$0.00,$3.12,$0.00,2YBB2HQR89,1,Grams,each,02/19/2025 03:34:19 PM,,,e7b13192-c7dd-4686-870d-c1c3276c7a39,,,IGSTS112124SS,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300032AF1000288754,,,,,,,,Sativa,,020-1006903F669,Indigo Gardens,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accessories,Today's Herbal Choice | Rainier,Sales Floor Rainier,2.000,,,,,,,,,,d4d81405-8a2b-488f-8798-498d8843e913,Evolve MAXX,4bb28e19-18e4-4561-a0ac-a5209691d96b,,,$115.00,$230.00,$27.93,$55.86,b;ovdbsaj;kdvbsa;kac,,,,05/14/2025 01:53:44 PM,,,05472d43-9197-42b2-8175-62fc1138f852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Sales Floor Rainier,294.000,,,,,,,,,REC,3bde628a-58c0-40fe-b056-5c1114400254,Fake News (R),ebf99444-6718-4ab7-ba4d-202685953294,Rollen Farms,$7 Gram (R),$7.00,"$2,058.00",$0.77,$226.38,1A401030003C8C1000162477,,Grams,grams,09/25/2025 01:56:39 PM,,,4a202a24-6d7b-432b-b244-dfbc2099a931,,2025-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030003C8C1000162477,,,,,,,,50/50,,020-10174955388,Rolen Stone Farms,,Chemhistory,2025-08-05,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,30.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.01,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Bag And Tag,6.000,,,,,,,,,REC,a8839964-79e6-4ffc-a169-3805c3d128e9,* Fire Leopard Fairy (R) - GREEN LEAF SPECIAL,7ddbb07e-f4d8-49ba-a891-d46ab6cf9573,Pilot Farms,$30 Ounce (R),$2.25,$13.50,$0.55,$3.30,ijpvcK6K9h,,Grams,grams,08/11/2025 04:19:31 PM,,09/26/2025 09:31:06 AM,775e6c9c-6cc8-47e3-9f4b-701275df13ce,,2024-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030003C8C1000156940,,,,,,,,50/50,,020-1000299E422,Pilot Farms,,Chemhistory,2025-07-29,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,22.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.17,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Bag And Tag,26.700,,,,,,,,,REC,6bce0be1-5676-4478-8b8a-bedcdfce8664,*Florence Fusion - GREEN LEAF SPECIAL (R),18f7672f-7455-45bb-afaa-1d9c3db56569,Warm Springs Cannabis,$30 Ounce (R),$2.25,$60.08,$0.44,$11.75,1A4010300007D66000102947,,Grams,grams,05/20/2025 12:21:49 PM,,,141f928f-6d37-46f0-a39c-33a2adef3aec,,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000102947,,,,,,,,50/50,,422-WSCRC23-1,Warm Springs Cannabis Production Ent,,3B Analytical,2025-03-11,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,25.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Bag And Tag,15.400,,,,,,,,,REC,6bce0be1-5676-4478-8b8a-bedcdfce8664,*Florence Fusion - GREEN LEAF SPECIAL (R),18f7672f-7455-45bb-afaa-1d9c3db56569,Warm Springs Cannabis,$30 Ounce (R),$2.25,$34.65,$0.43,$6.62,1A4010300007D66000104109,,Grams,grams,05/05/2025 01:52:44 PM,,,8f9fa89e-6973-4ba9-9621-3e24a0c2b1e3,,2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000104109,,,,,,,,50/50,,422-WSCRC23-1,Warm Springs Cannabis Production Ent,,3B Analytical,2025-04-22,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,25.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Bag And Tag,9.300,,,,,,,,,REC,988020e2-55b4-4c2c-b0dc-1d0c2fec4e88,Forbidden Fruit (R),80540367-db2b-44d6-8892-94d44a2ca810,Derby's Farm,$14 Gram (R),$14.00,$130.20,$2.20,$20.46,1A4010300006EF7000004381,,Grams,grams,07/29/2025 06:41:53 PM,,,4ecad2e0-a19b-4857-bdf8-59cacc9c1115,,2025-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300006EF7000004381,,,,,,,,Indica,,020-1016816D727,Derby's Farm,,3B Analytical,2025-07-18,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,30.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.28,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Sales Floor Rainier,78.600,,,,,,,,,REC,74332dc9-d139-4b59-ad99-4e81f83219fb,Fruit Tart (R),888af8d9-85e6-4ae7-bc5e-b2715f5e470f,Mother Magnolia,$12 Gram (R),$12.00,$943.20,$2.07,$162.70,1A40103000445C1000009753,,Grams,grams,07/29/2025 06:39:31 PM,,09/25/2025 10:42:48 PM,88f99316-89ce-46ff-b2df-5b3ec139e149,,2025-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000445C1000009753,,,,,,,,Sativa,,020-100199419EB,"Mother Magnolia Medicinals, Mother Magnolia Cannabis Co, and M3",,Chemhistory,2025-05-22,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,24.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.12,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Bag And Tag,21.600,,,,,,,,,REC,62e948e4-df91-484f-9e93-89e6b768454c,*Futura Haze - GREEN LEAF SPECIAL (R),490d6257-c2c5-4bd7-a918-22bd6de9963e,Orekron,$50 Ounce (R),$3.00,$64.80,$0.66,$14.26,1A4010300042041000073140,,Grams,grams,09/08/2025 02:15:38 PM,,,5f636a29-887e-4acf-8e87-9997072607d1,,2025-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300042041000073140,,,,,,,,Sativa,,020-1000116D319,oreKron,,3B Analytical,2025-08-28,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Bag And Tag,15.100,,,,,,,,,REC,32ed810f-a4b9-457d-bda5-2d2e3dc766f5,Garlic Apricot (R),95f22ff0-4d73-40da-a393-592aae0daa0a,Old Gold Gardens,$7 Gram (R),$7.00,$105.70,$1.21,$18.27,1A401030000FF7B000007276,,Grams,grams,06/04/2025 09:43:54 AM,,,80445b5c-dfe2-4966-8ae9-1092b0b8ca23,,2024-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000FF7B000007276,,,,,,,,Sativa,,020-10061917141,Old Gold Gardens,,Chemhistory,2025-04-08,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Bag And Tag,13.100,,,,,,Flower,Flower,,REC,6185b057-2595-448b-81eb-0ac2b3402a8d,Garlic Lemon OG (R),474b7f1a-5c76-404f-bb9f-54f905308c1d,Frontier Farms,$16 Gram (R),$16.00,$209.60,$1.50,$19.65,1A4010300010BF9000047706,,Grams,grams,06/05/2025 10:46:57 AM,,,0a7b4697-7886-47e7-882f-71a45112af8d,,2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300010BF9000047706,,,,,,,,Indica-dom,,020-1000427C361,Frontier Farms,,Chemhistory,2025-05-09,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,32.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Hold Safe Rainier,227.000,,,,,,Flower,Flower,,REC,6185b057-2595-448b-81eb-0ac2b3402a8d,Garlic Lemon OG (R),474b7f1a-5c76-404f-bb9f-54f905308c1d,Frontier Farms,$14 Gram (R),$14.00,"$3,178.00",$1.50,$340.50,1A4010300010BF9000049508,,Grams,grams,10/01/2025 01:31:11 PM,,,59fe133e-737b-4ae8-9ecb-a2e1fd463f37,,2025-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300010BF9000049508,,,,,,,,Indica-dom,,020-1000435E8C8,Frontier Farms,,Chemhistory,2025-09-23,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,34.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.25,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Bag And Tag,95.300,,,,,,Flower ~ Hybrid,Flower ~ Hybrid,,REC,b5303864-4e6c-4c8b-9aae-67951b474916,*Gas Face - GREEN LEAF SPECIAL,9b15fcc1-b3b6-4a14-9a40-bcdb34b8f2ef,Sweet Creek Botanicals,$50 Ounce (R),$3.00,$285.90,$0.39,$37.17,1A401030003C8C1000133983,,Grams,grams,04/17/2025 10:43:32 AM,,,08b46824-6dfb-488b-bb95-d12fa4998575,,2024-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030003C8C1000133983,,,,,,,,50/50,,020-1004961E777,Sweet Creek Botanicals,,Chemhistory,2025-03-31,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,26.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Sales Floor Rainier,25.000,,,,,,,,,REC,33786873-0afc-4715-9bbc-1085c56f850d,Gasoline Zest (R),cf6bd90c-6e7e-4e8c-8f44-8dfd28af4c2e,Meraki,$14 Gram (R),$14.00,$350.00,$2.64,$66.00,1A40103000217F2000096208,,Grams,grams,09/05/2025 12:17:12 PM,,,59db72f3-221c-4e7f-8b3d-eed0e58bfac3,,2025-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000217F2000096208,,,,,,,,Sativa,,020-10112054705,Meraki Gardens,,Reference Labs LLC,2025-08-21,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,31.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.88,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Bag And Tag,51.755,,,,,,Flower,Flower,,REC,bf70046b-02f1-42a8-8be9-5079ec8d7693,*Gelato 41 - GREEN LEAF SPECIAL (R),9f6d4098-b75c-4147-800e-1fd128ed0b38,Milmar LLC,$50 Ounce (R),$3.00,$155.27,$0.77,$39.85,1A401030004C519000004112,,Grams,grams,08/12/2025 07:53:18 PM,,09/25/2025 10:47:28 PM,1a556ae7-c280-4c3f-a119-bb1985620e25,,2024-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030004C519000004112,,,,,,,,Indica,,020-1018335A84B,Quality Group,,Chemhistory,2025-07-21,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,22.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.91,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Sales Floor Rainier,21.400,,,,,,,,,REC,d6a98e6d-843f-400c-ba5e-aad64b6da141,Gelato 41 x Grandpas Gun Chest (R),f9a3ef35-ad6c-4b0a-9e39-c703a712c2c5,,$16 Gram (R),$16.00,$342.40,$2.42,$51.79,1A4010300007D66000112662,,Grams,grams,09/29/2025 05:18:05 PM,,,7dd658c1-f285-4bdc-b8f3-0addb59c0b23,,2025-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000112662,,,,,,,,Indica,,020-10138402858,Boring Glory LLC,,3B Analytical,2025-08-23,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,33.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.94,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Hold Safe Rainier,113.500,,,,,,,,,REC,d6a98e6d-843f-400c-ba5e-aad64b6da141,Gelato 41 x Grandpas Gun Chest (R),f9a3ef35-ad6c-4b0a-9e39-c703a712c2c5,,$16 Gram (R),$16.00,"$1,816.00",$0.01,$1.14,1A4010300007D66000112708,,Grams,grams,10/06/2025 03:28:45 PM,,,bb905967-65e3-4c24-9e69-db941ed9b215,,2025-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000112708,,,,,,,,Indica,,020-10138402858,Boring Glory LLC,,3B Analytical,2025-08-23,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,33.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.94,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Bag And Tag,7.600,,,,,,,,,REC,c91956ad-68aa-4c25-a3bc-dfc02d19e4ae,*Gelato Oreoz - GREEN LEAF SPECIAL (R),758d2d7d-faa2-4bcc-8492-3b8d38a5d477,Special Branded,$30 Ounce (R),$2.25,$17.10,$0.45,$3.42,asdfghkjl,,Grams,grams,09/04/2025 08:24:11 PM,,10/06/2025 06:11:43 PM,4dbe6f7f-9c34-4cb0-9498-73e9f08cd0bb,,2024-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030005FB41000001325,,,,,,,,Indica,,020-10081777361,Special Branded,,Chemhistory,2025-04-17,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Rainier,Bag And Tag,12.800,,,,,,,,,REC,c91956ad-68aa-4c25-a3bc-dfc02d19e4ae,*Gelato Oreoz - GREEN LEAF SPECIAL (R),758d2d7d-faa2-4bcc-8492-3b8d38a5d477,Special Branded,$30 Ounce (R),$2.25,$28.80,$0.45,$5.76,1A401030005FB41000000873,,Grams,grams,08/06/2025 01:38:42 AM,,,54acbd3c-be2d-42f5-95f4-50a225dd502b,,2024-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030005FB41000000873,,,,,,,,Indica,,020-10081777361,Special Branded,,Chemhistory,2025-07-14,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,28.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.79,,,,,,,,,,,,,,,,,,,,,,,,,
